,required_skills
264,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
265,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
266,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
267,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
268,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
269,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
270,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
271,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
272,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
273,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
274,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
275,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
276,"python  ,  database  ,  django  ,  team player  ,  sql"
277,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
278,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
279,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
280,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
281,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
282,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
283,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
284,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
285,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
286,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
287,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
288,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
289,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
290,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
291,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
292,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
293,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
294,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
295,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
296,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
297,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
298,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
299,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
300,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
301,"python  ,  database  ,  django  ,  team player  ,  sql"
302,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
303,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
304,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
305,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
306,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
307,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
308,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
309,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
310,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
311,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
312,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
313,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
314,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
315,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
316,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
317,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
318,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
319,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
320,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
321,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
322,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
323,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
324,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
325,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
326,"python  ,  database  ,  django  ,  team player  ,  sql"
327,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
328,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
329,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
330,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
331,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
332,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
333,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
334,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
335,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
336,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
337,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
338,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
339,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
340,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
341,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
342,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
343,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
344,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
345,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
346,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
347,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
348,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
349,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
350,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
351,"python  ,  database  ,  django  ,  team player  ,  sql"
352,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
353,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
354,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
355,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
356,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
357,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
358,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
359,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
360,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
361,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
362,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
363,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
364,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
365,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
366,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
367,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
368,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
369,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
370,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
371,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
372,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
373,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
374,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
375,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
376,"python  ,  database  ,  django  ,  team player  ,  sql"
377,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
378,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
379,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
380,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
381,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
382,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
383,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
384,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
385,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
386,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
387,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
388,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
389,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
390,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
391,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
392,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
393,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
394,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
395,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
396,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
397,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
398,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
399,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
400,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
401,"python  ,  database  ,  django  ,  team player  ,  sql"
402,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
403,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
404,"rest  ,  python  ,  information technology  ,  svn  ,  hibernate  ,  spring boot  ,  django  ,  git  ,  java  ,  mvc"
405,"algorithms  ,  python  ,  rest api  ,  sql  ,  database  ,  django  ,  postgresql  ,  mysql  ,  data structures  ,  service oriented architecture  ,  api  ,  forms"
406,"html5  ,  oop  ,  security  ,  postgresql  ,  mysql  ,  rest  ,  python  ,  javascript  ,  django  ,  soap"
407,"html5  ,  storage  ,  python  ,  javascript  ,  django  ,  infrastructure"
408,"python  ,  cloud services  ,  postgresql  ,  mysql  ,  machine learning"
409,"python  ,  scala  ,  sql  ,  written communication  ,  devops  ,  technical skills"
410,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
411,"python  ,  svn  ,  problem solving  ,  docker  ,  django  ,  git  ,  multithreading  ,  opencv"
412,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
413,"python  ,  css  ,  django  ,  html  ,  machine learning  ,  artificial intelligence  ,  javascript"
414,"python  ,  database  ,  django  ,  neo4j  ,  mining  ,  web crawling"
415,"algorithms  ,  python  ,  django  ,  database programming  ,  oops  ,  web technologies  ,  debugging  ,  mysql"
416,"python  ,  django  ,  git  ,  html5  ,  debugging  ,  svn  ,  javascript"
417,"python  ,  webrtc  ,  html5  ,  javascript  ,  database  ,  django  ,  postgresql  ,  linux  ,  debugging  ,  sockets"
418,"python  ,  css  ,  machine learning  ,  artificial intelligence  ,  javascript  ,  sql  ,  django  ,  html  ,  dash"
419,"rest  ,  python  ,  django  ,  git  ,  multithreading  ,  svn  ,  problem solving  ,  sql"
420,"python  ,  rdbms  ,  javascript  ,  sql  ,  spring  ,  spring boot  ,  django  ,  java"
421,"rest  ,  python  ,  github  ,  nosql  ,  sql  ,  django  ,  api  ,  mongodb  ,  soap"
422,"rest  ,  python  ,  html5  ,  javascript  ,  jquery  ,  nosql  ,  security  ,  django  ,  git  ,  oops  ,  mysql"
423,"algorithms  ,  python  ,  css  ,  natural language processing  ,  problem solving  ,  team player  ,  machine learning  ,  ajax  ,  javascript  ,  jquery  ,  database  ,  postgresql  ,  xml  ,  message queue  ,  debugging  ,  data structures  ,  mysql  ,  html  ,  api"
424,"python  ,  database  ,  django  ,  git  ,  html5  ,  debugging  ,  javascript  ,  jquery"
425,"python  ,  css  ,  oops  ,  linux  ,  debugging  ,  html  ,  javascript"
426,"python  ,  database  ,  django  ,  team player  ,  sql"
427,"python  ,  django  ,  it skills  ,  html5  ,  api  ,  jquery"
428,"python  ,  sql  ,  django  ,  postgresql  ,  written communication  ,  api  ,  angularjs"
